2013,1,1,Announcement: A new journal from AIP Publishing—APL Materials,Mark M. Cassar,2013-06-28,2013-06-28,2013-07-18
2023,4,27,Understanding the phase transition mechanism in the lead halide perovskite CsPbBr3 via theoretical and experimental GIWAXS and Raman spectroscopy,"Alexander E. J. Hoffman, Rafikul Ali Saha, Sander Borgmans, Pascal Puech, Tom Braeckevelt, Maarten B. J. Roeffaers, Julian A. Steele, Johan Hofkens, Veronique Van Speybroeck",2023-01-29,2023-04-04,2023-04-14
2023,4,28,Low temperature tetragonal polymorph of CaZrF6,"Daniel L. Bodine, Angus P. Wilkinson",2023-01-23,2023-04-04,2023-04-19
2023,4,29,The magnetocaloric effect of the lanthanide fluorides: Using polarized neutron scattering to probe a magnetocaloric suitable for hydrogen liquefaction,"Richard J. C. Dixey, Andrew Wildes, Patrick W. Doheny, Gavin B. G. Stenning, Paul J. Saines",2022-12-22,2023-03-23,2023-04-19
2023,4,30,Construction of a 3D/2D heterojunction based on a fluorinated cyclohexylamine 2D Ruddlesden–Popper perovskite for highly efficient and stable perovskite solar cells,"Jinghua Xu, Hongwei Qiao, Zhongliang Chen, Xue-Lu Wang, Ye-Feng Yao",2023-01-19,2023-03-31,2023-04-24
2023,4,31,Contactless characterization of the elastic properties of glass microspheres,"Jeremie Maire, Tomasz Necio, Emigdio Chávez-Ángel, Martín F. Colombano, Juliana Jaramillo-Fernández, Clivia M. Sotomayor-Torres, Nestor E. Capuj, Daniel Navarro-Urrios",2023-02-17,2023-04-07,2023-04-25
2023,4,32,Carbon nanotube fiber-based high-performance force and position sensors for smart fabrics and the Internet of things,"Dae-Young Jeon, Jimin Park, Changwoo Lee, Seung Min Kim",2022-12-07,2023-04-06,2023-04-25
2023,4,33,Which phonons contribute most to negative thermal expansion in ScF3?,"Martin T. Dove, Zhongsheng Wei, Anthony E. Phillips, David A. Keen, Keith Refson",2023-02-24,2023-04-05,2023-04-27
2023,5,1,Multicomponent magnetic spinels: From complexity of crystal chemistry to coupled magnetic resonance imaging (MRI),"Vikas Nandwana, Vinayak P. Dravid",2023-01-02,2023-04-18,2023-05-03
2023,5,2,"Epitaxial growth, optical and electrical conductivity of the metallic pyrochlore Bi2Ru2O7 on Y-stabilized ZrO2 substrate","Marita O’Sullivan, Jonathan Alaria, Matthew S. Dyer, John B. Claridge, Michael W. Gaultois, Matthew J. Rosseinsky",2023-02-01,2023-04-07,2023-05-12
2023,5,3,"Perspective: Nanophotonic electro-optics enabling THz bandwidths, exceptional modulation and energy efficiencies, and compact device footprints","Larry R. Dalton, Juerg Leuthold, Bruce H. Robinson, Christian Haffner, Delwin L. Elder, Lewis E. Johnson, Scott R. Hammond, Wolfgang Heni, Claudia Hosessbacher, Benedikt Baeuerle, Eva De Leo, Ueli Koch, Patrick Habegger, Yuriy Fedoryshyn, David Moor, Ping Ma",2023-02-03,2023-03-23,2023-05-04
2023,5,4,Perspectives on two-dimensional ultra-thin materials in energy catalysis and storage,"Chengming Wang, Shuyan Guan, Huanhuan Zhang, Ruofan Shen, Huiyu Yuan, Baojun Li",2023-02-28,2023-05-04,2023-05-19
2023,5,5,Heat and mass transfer analysis of constitutive model with autocatalytic chemical reaction within the Jeffery–Hamel flow perspective,"Sohail Rehman, Hashim, Sultan Alqahtani, Sultan Alshehery",2023-03-03,2023-04-04,2023-05-01
2023,5,6,Experiment on terahertz metasurfaces of metal split ring resonators with bound state in the continuum,"Tailin Zhang, Xingyuan Zhang, Yun Shen, Yinsheng Xu, Laibin Luo, Jianqiang Gu, Sijia Yang, Jie Xu, Xiaohua Deng",2023-02-27,2023-04-10,2023-05-01
2023,5,7,Epitaxial hexagonal boron nitride with high quantum efficiency,"David Arto Laleyan, Woncheol Lee, Ying Zhao, Yuanpeng Wu, Ping Wang, Jun Song, Emmanouil Kioupakis, Zetian Mi",2023-01-12,2023-04-07,2023-05-01
2023,5,8,Local cation ordering in compositionally complex Ruddlesden–Popper n = 1 oxides,"Bo Jiang, Krishna Chaitanya Pitike, De-Ye Lin, Stephen C. Purdy, Xin Wang, Yafan Zhao, Yuanpeng Zhang, Peter Metz, Antonio Macias, Harry M. Meyer, III, Albina Y. Borisevich, Jiaqiang Yan, Valentino R. Cooper, Craig A. Bridges, Katharine Page",2023-02-01,2023-04-18,2023-05-02
2023,5,9,Highly cyclable voltage control of magnetism in cobalt ferrite nanopillars for memory and neuromorphic applications,"Muireann de h-Óra, Aliona Nicolenco, P. Monalisha, Tuhin Maity, Bonan Zhu, Shinbuhm Lee, Zhuotong Sun, Jordi Sort, Judith MacManus-Driscoll",2023-02-24,2023-04-14,2023-05-04
2023,5,10,Multiscale electric-field imaging of polarization vortex structures in PbTiO3/SrTiO3 superlattices,"Christopher Addiego, Jacob A. Zorn, Wenpei Gao, Sujit Das, Jiaqi Guo, Chengqing Qu, Liming Zhao, Lane W. Martin, Ramamoorthy Ramesh, Long-Qing Chen, Xiaoqing Pan",2023-02-16,2023-04-19,2023-05-04
2023,5,11,Novel supercell compounds of layered Bi–Rh–O with p-type metallic conduction materialized as a thin film form,"M. Ohno, T. C. Fujita, Y. Masutake, H. Kumigashira, M. Kawasaki",2023-02-24,2023-04-24,2023-05-09
2023,5,12,High spin polarization and spin signal enhancement in non-local spin valves with Co–Fe alloy injectors and detectors,"B. Kaiser, J. Ramberger, J. D. Watts, J. Dewey, Zhang Y. (張易), C. Leighton",2023-02-22,2023-04-20,2023-05-09
2023,5,13,Cell voltage of mixed conductors under partially frozen conditions,J. Maier,2022-12-21,2023-04-19,2023-05-09
2023,5,14,Direct C–C bond scission of xylitol to ethylene and propylene glycol precursors using single-atom catalysts (SACs) anchored on MgO,"Shedrack G. Akpe, Sun Hee Choi, Hyung Chul Ham",2023-02-12,2023-04-19,2023-05-09
2023,5,15,Complex magnetic ordering behavior in the frustrated perovskite Ba2MnMoO6,"Fiona C. Coomer, Heather M. Mutch, Otto Mustonen, Charlotte Pughe, Serena A. Cussen, Silvia Ramos, Adrian D. Hillier, Edmund J. Cussen",2023-01-31,2023-03-24,2023-05-10
2023,5,16,Durable Ni3N porous nanosheets array for non-noble metal methanol oxidation reaction,"Wanying Zhang, Madiha Rafiq, Jingcheng Lu, Abebe Reda Woldu, Jianhong Zhou, Hong Xia, Paul K. Chu, Liangsheng Hu, Fushen Lu",2023-02-28,2023-04-18,2023-05-12
2023,5,17,Luminescence properties related anti-phase domain of alpha-Ga2O3,"Yong-Hee Lee, Byeongjun Gil, Duyoung Yang, Mi-Hyang Sheen, Euijoon Yoon, Yongjo Park, Ho-Won Jang, Sangmoon Yoon, Miyoung Kim, Young-Woon Kim",2022-12-13,2023-05-01,2023-05-16
2023,5,18,Investigation of orthogonal spin–orbit fields in crystalline ferromagnetic films with four-fold in-plane magnetic anisotropy,"Kyoul Han, Kyung Jae Lee, Sanghoon Lee, Xinyu Liu, Margaret Dobrowolska, Jacek K. Furdyna",2023-03-05,2023-05-04,2023-05-16
2023,5,19,Role of ferroelectric nanoparticles coated separator in improvement of capacity retention at high current density on sulfur/SWCNT composite cathodes for Li–S batteries,"Rajesh K. Katiyar, Claudia C. Zuluaga Gómez, Swati Katiyar, Balram Tripathi, Gerardo Morell, Brad R. Weiner, Ram S. Katiyar",2023-03-31,2023-04-26,2023-05-16
2023,5,20,Uncovering solvent-engineering mechanisms in Y6:PM6 solar cells,"Timo Raab, Tobias Seewald, Stefan Kraner, Lukas Schmidt-Mende",2023-01-27,2023-05-01,2023-05-19
2023,6,1,Recent progress of stretchable MXene based micro-supercapacitors,"Peng Dai, Wen Zhang, Tongtong Jiang, Ying Xiong, Wu Mingzai",2023-03-27,2023-05-17,2023-06-16
2023,6,2,"CrB-type, ordered α-MnB: Single crystal structure and spin-canted magnetic behavior","Nalan Kalyon, Anne-Marie Zieschang, Kathrin Hofmann, Maren Lepple, Maximilian Fries, Konstantin P. Skokov, Michael Dürrschnabel, Hans-Joachim Kleebe, Oliver Gutfleisch, Barbara Albert",2023-02-28,2023-05-10,2023-06-01
2023,6,3,Predicting the properties of NiO with density functional theory: Impact of exchange and correlation approximations and validation of the r2SCAN functional,"Mark J. DelloStritto, Aaron D. Kaplan, John P. Perdew, Michael L. Klein",2023-02-17,2023-05-29,2023-06-20
2023,6,4,High-throughput and machine learning approaches for the discovery of metal organic frameworks,"Xiangyu Zhang, Zezhao Xu, Zidi Wang, Huiyu Liu, Yingbo Zhao, Shan Jiang",2023-02-24,2023-05-09,2023-06-01
2023,6,5,Copper-based halide films with high photoluminescence quantum yield in the visible region deposited in situ by double source aerosol-assisted chemical vapor deposition,"Jesús Uriel Balderas Aguilar, Luis Alberto Becerril-Landeros, Ismael Arturo Garduño Wilches, M. García-Hipólito, Arturo Rodríguez-Gómez, Luis Escobar-Alarcon, Ciro Falcony, Juan Carlos Alonso-Huitrón",2023-02-16,2023-05-09,2023-05-25
2023,6,6,Superconductivity at epitaxial LaTiO3–KTaO3 interfaces,"D. Maryenko, I. V. Maznichenko, S. Ostanin, M. Kawamura, K. S. Takahashi, M. Nakamura, V. K. Dugaev, E. Ya. Sherman, A. Ernst, M. Kawasaki",2023-03-20,2023-05-09,2023-06-15
2023,6,7,Memristive artificial synapses based on Au–TiO2 composite thin film for neuromorphic computing,"Haonan Zhu, Zhenxun Tang, Guoliang Wang, Yuan Fang, Jijie Huang, Yue Zheng",2023-03-04,2023-05-09,2023-06-01
2023,6,8,Engineering structural homogeneity and magnetotransport in strained Nd2Ir2O7 films,"Jeongkeun Song, Eun Kyo Ko, Sangmin Lee, Junsik Mun, Ji Hwan Jeong, Jong Hwa Lee, Woo Jin Kim, Miyoung Kim, Yangyang Li, Ji Hye Lee, Tae Won Noh",2023-04-05,2023-05-16,2023-06-01
2023,6,9,Probing the energy levels of organic bulk heterojunctions by varying the donor content,"Anna Jungbluth, Pascal Kaienburg, Andreas E. Lauritzen, Thomas Derrien, Moritz Riede",2023-02-28,2023-04-28,2023-06-01
2023,6,10,The effect of intrinsic electric field on electronic structures: The case of polar Janus group-III monochalcogenides and their van der Waals heterostructures,"Kai Cheng, Jinke Xu, Sihao Wang, Sandong Guo, Yan Su, Jijun Zhao",2023-04-04,2023-05-15,2023-06-01
2023,6,11,Alpha-phase gallium oxide-based UVC photodetector with high sensitivity and visible blindness,"Sunjae Kim, Youngbin Yoon, Dahee Seo, Ji-Hyeon Park, Dae-Woo Jeon, Wan Sik Hwang, Myunghun Shin",2023-03-18,2023-05-12,2023-06-01
2023,6,12,Densely packed skyrmions stabilized at zero magnetic field by indirect exchange coupling in multilayers,"Fernando Ajejas, Yanis Sassi, William Legrand, Titiksha Srivastava, Sophie Collin, Aymeric Vecchiola, Karim Bouzehouane, Nicolas Reyren, Vincent Cros",2022-12-19,2023-05-18,2023-06-01
2023,6,13,Vacancy complexes in Cd3As2,"A. D. Rice, M. O. Liedke, M. Butterling, E. Hirschmann, A. Wagner, N. M. Haegel, K. Alberi",2023-02-13,2023-05-09,2023-06-01
2023,6,14,Resonant dynamics of three-dimensional skyrmionic textures in thin film multilayers,"Titiksha Srivastava, Yanis Sassi, Fernando Ajejas, Aymeric Vecchiola, Igor Ngouagnia Yemeli, Hervé Hurdequint, Karim Bouzehouane, Nicolas Reyren, Vincent Cros, Thibaut Devolder, Joo-Von Kim, Grégoire de Loubens",2023-03-13,2023-05-09,2023-06-01
2023,6,15,Anticorrelated photoluminescence and free charge generation proves field-assisted exciton dissociation in low-offset PM6:Y5 organic solar cells,"Manasi Pranav, Thomas Hultzsch, Artem Musiienko, Bowen Sun, Atul Shukla, Frank Jaiser, Safa Shoaee, Dieter Neher",2023-03-23,2023-05-10,2023-06-01
2023,6,16,"Effect of Nd doping on the crystallographic, magnetic, and magnetocaloric properties of NdxGd3−xCoNi","A. Oleaga, A. Erkoreka, A. Herrero, A. Provino, D. Peddis, P. Manfrinetti",2023-04-04,2023-05-18,2023-06-05
2023,6,17,Atomic scale defect formation and phase transformation in Si implanted β-Ga2O3,"Hsien-Lien Huang, Christopher Chae, Jared M. Johnson, Alexander Senckowski, Shivam Sharma, Uttam Singisetti, Man Hoi Wong, Jinwoo Hwang",2022-11-10,2023-05-22,2023-06-05
2023,6,18,A hypothetical polymorph of copper(II) guanidinium formate,"Shurong Yuan, Alessandro Stroppa, Anthony E. Phillips",2023-03-10,2023-05-22,2023-06-05
2023,6,19,Platinum nanoparticles prepared by ion implantation exhibit high durability for fuel cell applications,"Kimata Tetsuya (木全 哲也), Kato Sho (加藤 翔), Kobayashi Tomohiro (小林 知洋), Yamamoto Shunya (山本 春也), Yamaki Tetsuya (八巻 徹也), Terai Takayuki (寺井 隆幸)",2023-02-28,2023-05-03,2023-06-05
2023,6,20,High-efficiency oxygen electrocatalyst for Zn-air batteries on CoMn alloy encapsulated in N-doped carbon architectures,"Wenshu Zhou, Yanyan Liu, Dichao Wu, Shuling Liu, Pengxiang Zhang, Gaoyue Zhang, Kang Sun, Jianchun Jiang",2023-02-28,2023-05-15,2023-06-05
2023,6,21,A model heterostructure with engineered Berry curvature,"Nathaniel J. Schreiber, Ludi Miao, Berit H. Goodge, Lena F. Kourkoutis, Kyle M. Shen, Darrell G. Schlom",2023-03-18,2023-05-09,2023-06-15
2023,6,22,In-plane heterostructured MoN/Mo2N nanosheets as high-efficiency electrocatalysts for alkaline hydrogen evolution reaction,"Xiuen Luo, Hao Song, Yulei Ren, Xuming Zhang, Kaifu Huo, Paul K. Chu",2023-03-10,2023-05-25,2023-06-12
2023,6,23,"A minireview on 3D printing for electrochemical water splitting
                    electrodes and cells","Yanran Xun, Kaixi Zhang, Win Jonhson, Jun Ding",2022-12-09,2023-03-23,2023-06-12
2023,6,24,"Structural modulation and spin glassiness upon oxidation in oxygen storage material LnFeMnO4+x for Ln = Y, Lu, and Yb","Tianyu Li, Sz-Chian Liou, Stephanie J. Hong, Qiang Zhang, H. Cein Mandujano, Efrain E. Rodriguez",2023-01-31,2023-05-29,2023-06-12
2023,6,25,Synthesis of Co9S8@CNT hydrogen production composites by one-step pyrolysis of monomolecule precursor,"Xianghong Ge, Xinwen Zhang, Xingxing Ding, Ruofan Shen, Yanyan Liu, Xianli Wu, Erjun Liang",2023-02-16,2023-05-29,2023-06-12
2023,6,26,"PLD of α-Ga2O3 on m-plane Al2O3: Growth regime, growth process, and structural properties","Clemens Petersen, Sofie Vogt, Max Kneiß, Holger von Wenckstern, Marius Grundmann",2023-03-08,2023-05-22,2023-06-12
2023,6,27,Accurate determination of band tail properties in amorphous semiconductor thin film with Kelvin probe force microscopy,"Luca Fabbri, Camilla Bordoni, Pedro Barquinha, Jerome Crocco, Beatrice Fraboni, Tobias Cramer",2023-03-21,2023-06-05,2023-06-15
2023,6,28,Growing clean crystals from dirty precursors: Solid-source metal-organic molecular beam epitaxy growth of superconducting Sr2RuO4 films,"Rashmi Choudhary, Zhaoyu Liu, Jiaqi Cai, Xiaodong Xu, Jiun-Haw Chu, Bharat Jalan",2023-03-16,2023-05-30,2023-06-16
2023,6,29,Spin current generation from an epitaxial tungsten dioxide WO2,"Kohei Ueda, Hayato Fujii, Takanori Kida, Masayuki Hagiwara, Jobu Matsuno",2023-04-09,2023-06-01,2023-06-20
2023,6,30,Mapping the complex evolution of ferroelastic/ferroelectric domain patterns in epitaxially strained PbTiO3 heterostructures,"Céline Lichtensteiger, Marios Hadjimichael, Edoardo Zatterin, Chia-Ping Su, Iaroslav Gaponenko, Ludovica Tovaglieri, Patrycja Paruch, Alexandre Gloter, Jean-Marc Triscone",2023-04-13,2023-06-06,2023-06-22
2023,6,31,Picosecond magneto-optic thermometry measurements of nanoscale thermal transport in AlN thin films,"Frank Angeles, Samreen Khan, Victor H. Ortiz, Mingfei Xu, Shisong Luo, Dinusha Herath Mudiyanselage, Houqiang Fu, Yuji Zhao, Richard B. Wilson",2023-03-07,2023-05-25,2023-06-26
2023,6,32,Vacuum deposited organic solar cells with BTIC-H as A–D–A non-fullerene acceptor,"Irfan Habib, Pascal Kaienburg, Dondong Xia, Olivia Gough, Ming Zhu, Joseph Spruce, Weiwei Li, Moritz Riede",2023-02-28,2023-05-25,2023-06-26
2023,6,33,Toward new liquid crystal phases of DNA mesogens,"Kit Gallagher, Jiaming Yu, David A. King, Ren Liu, Erika Eiser",2023-02-06,2023-05-05,2023-06-27
2023,7,1,Materials challenges for supercapacitors,"Hyun-Kyung Kim, Aiping Yu, Magda Titirici, Céline Merlet, Yihua Gao, John Wang",2023-06-15,2023-06-16,2023-07-11
2023,7,2,Recent progress in the application of rotational diamond anvil cell,"Yingxue Han, Qinglin Wang, Shucong Li, Boyu Zou, Jialiang Jiang, Jun Yuan, Haiwa Zhang, Guozhao Zhang, Cailong Liu, Kai Wang",2023-05-03,2023-06-12,2023-07-05
2023,7,3,"Additive manufacturing of polymer derived ceramics: Materials, methods, and applications","Thomas Lacelle, Kathleen L. Sampson, Hamidreza Yazdani Sarvestani, Amir Rahimizadeh, Julieta Barroeta Robles, Mohammad Mirkhalaf, Mohammad Rafiee, Michael B. Jakubinek, Chantal Paquet, Behnam Ashrafi",2023-03-23,2023-06-15,2023-07-11
2023,7,4,Perspective on antiferromagnetic iridates for spintronics,"Junyi Yang, Haiyang Zhang, Han Zhang, Lin Hao",2023-04-23,2023-06-08,2023-06-27
2023,7,5,"Spin textures in synthetic antiferromagnets: Challenges, opportunities, and future directions","Kang Wang, Vineetha Bheemarasetty, Gang Xiao",2023-04-06,2023-06-19,2023-07-05
2023,7,6,"Spin photovoltaic effect in antiferromagnetic materials: Mechanisms, symmetry constraints, and recent progress","Rui-Chun Xiao, Y. J. Jin, Hua Jiang",2023-04-29,2023-06-21,2023-07-11
2023,7,7,Porphyrin-based covalent organic polymer as an effective and stable dispersed nano-quencher for rapid fluorescence sensing of nucleic acid,"Chao Cui, Qi Xu, Yisheng Zhao, Xiaomeng Sun, Yuanhua Sang, Mei Guo, Wei Wang, Quanbo Wang",2023-05-09,2023-06-14,2023-07-05
2023,7,8,Controlling mesenchymal stem cell differentiation using vanadium oxide thin film surface wettability,"Mariya Khokhlova, Abhishek Yadav, M. Hammad, Eva Lhuissier, R. Retoux, D. Goux, Arnaud Fouchet, Adrian David, Ulrike Luders, Karim Boumediene, W. Prellier",2023-04-19,2023-06-14,2023-07-05
2023,7,9,ABPBI/MWCNT for proton radiation shielding in low earth orbit,"Lionel Fabian Fourie, Lynndle Square, Christopher Arendse, Mandla Msimanga",2023-05-02,2023-06-14,2023-07-05
2023,7,10,Ultrafast laser-induced spin–lattice dynamics in the van der Waals antiferromagnet CoPS3,"D. Khusyainov, T. Gareev, V. Radovskaia, K. Sampathkumar, S. Acharya, M. Šiškins, S. Mañas-Valero, B. A. Ivanov, E. Coronado, Th. Rasing, A. V. Kimel, D. Afanasiev",2023-02-10,2023-06-12,2023-07-05
2023,7,11,A novel hydrothermal route of preparing CuMnO2 nanoflakes and their application in Li-ion batteries and supercapacitors,Cuixia Cheng,2023-04-15,2023-06-14,2023-07-05
2023,7,12,"Photocurrents, inverse Faraday effect, and photospin Hall effect in Mn2Au","M. Merte, F. Freimuth, D. Go, T. Adamantopoulos, F. R. Lux, L. Plucinski, O. Gomonay, S. Blügel, Y. Mokrousov",2023-03-10,2023-06-14,2023-07-05
2023,7,13,Ultrafast activation of the double-exchange interaction in antiferromagnetic manganites,"J. R. Hortensius, D. Afanasiev, L. Vistoli, M. Matthiesen, M. Bibes, A. D. Caviglia",2023-04-29,2023-06-19,2023-07-07
2023,7,14,Localized creation of yellow single photon emitting carbon complexes in hexagonal boron nitride,"Anand Kumar, Chanaprom Cholsuk, Ashkan Zand, Mohammad N. Mishuk, Tjorben Matthes, Falk Eilenberger, Sujin Suwanna, Tobias Vogl",2023-03-14,2023-06-21,2023-07-07
2023,7,15,Excitation wavelength dependent triple-mode photoluminescence of copper-based halides for advanced anti-counterfeiting,"Chengjun Liu, Yuyi Zhang, Manman Luo, Lixi Wang, Xingyu Liu, Jiangyong Pan, Zihan Zhao, Fan Fang, Lei Mao, Yuling Huang, Bingqi Wang, Congyuan Lin, Wei Lei, Qing Li, Zhiwei Zhao, Jun Wu, Zhuoya Zhu, Mehmet Ertugrul, Xiaobing Zhang, Jing Chen, Dewei Zhao",2023-03-30,2023-06-05,2023-07-07
2023,7,16,In situ study and modeling of the reaction kinetics during molecular beam epitaxy of GeO2 and its etching by Ge,"Wenshan Chen, Kingsley Egbo, Hans Tornatzky, Manfred Ramsteiner, Markus R. Wagner, Oliver Bierwagen",2023-04-24,2023-06-20,2023-07-11
2023,7,17,How can machine learning be used for accurate representations and predictions of fracture nucleation in zirconium alloys with hydride populations?,"T. Hasan, L. Capolungo, M. A. Zikry",2023-04-22,2023-06-26,2023-07-11
2023,7,18,Temperature dependence of magnetic anisotropy and domain wall tuning in BaTiO3(111)/CoFeB multiferroics,"R. G. Hunt, K. J. A. Franke, P. S. Keatley, P. M. Shepley, M. Rogers, T. A. Moore",2023-05-12,2023-07-03,2023-07-17
